3137,hao hoʻopaʻa wahie,hao hoʻopaʻa wahie,"Andiron. Lit., iron for holding fuel.",1
3138,hao hou puka,hao hou puka,Metal punch.,1
3139,hāʻoʻi,hāʻoʻi,To limp.,1
3140,haokanu,haokanu,Seedbed; to prepare a seedbed. Rare.,1
3141,hao kaula waha,hao kaula waha,Bit of a bridle.,1
3142,haokea,haokea,"A rather common native variety of taro; the leaves are narrow, the piko, leaf attachment, light, and petioles light green. This taro supplies some gray commercial poi and lūʻau greens. It was formerly used both medicinally and in religious ceremonies, as for dedicating new fish nets. According to HP 17, it is a domesticated form of wild ʻāweu. The name may be qualified by the colors hāʻulaʻula and keʻokeʻo. Var. names reported include ʻahakea, haʻakea, and hāʻawikea.",1
3143,hao keʻehi,hao keʻehi,Stirrups.,1
3144,haokila,haokila,"To be sturdy as steel. Lit., iron steel (Eng.).",1
3145,hao kuʻe,hao kuʻe,Piston.,1
3146,hao kuni,hao kuni,Branding iron.,1
3147,haole,haole,"White person, American, Englishman, Caucasian; American, English; formerly, any foreigner; foreign, introduced, of foreign origin, as plants, pigs, chickens; entirely white, of pigs (Malo 37; perhaps Malo actually means of foreign introduction). See kolea 1. References in traditional literature are few, but these have been noted: He haole nui maka ʻālohilohi, a big foreigner with bright eyes [referring to Kama-puaʻa, the pig demigod].",1
3148,hāʻoloʻolo,hāʻoloʻolo,Probably similar to ʻoloʻolo 1–3.,1
3149,haoma,haoma,Name of a fish (no data).,1
3150,hao mākēneki (mageneti),hao mākēneki (mageneti),Magnet.,1
3151,hao manamana,hao manamana,"Grate, grill, gridiron, Lit., branched iron.",1
3152,haona,haona,"Same as hao 3, 4; handful, scoopful; receptacle, as a dipper for kava.",1
3153,hāʻoʻopu,hāʻoʻopu,Trap for ʻoʻopu fish.,1
3154,hao waha,hao waha,"Bit of a bridle. Lit., mouth iron.",1
3155,hao wili,hao wili,Wrench.,1
3156,hapa,hapa,"1. Portion, fragment, part, fraction, installment; to be partial, less. (Eng. half.) Cf. hapahā, hapalua, etc.

2. Of mixed blood, person of mixed blood, as hapa Hawaiʻi, part Hawaiian. See hapa haole.

3. A-minor in music. See lele 7.",1
3157,hāpa,hāpa,Harp. Eng. See pila hāpa.,1
3158,hapahā,hapahā,"num. One fourth, one quarter, quarter, twenty-five cents; quarterly; tribute (Kin. 30:14). Lit., fourth part. Hapahā i hala ka hola ʻeiwa, a quarter after nine o'clock.",1
3159,hapahā kini,hapahā kini,"Five-dollar gold piece. Lit., guinea (Eng.) quarter. Rare.",1
3160,hapahaneli,hapahaneli,"1. Hundredth part, percentage.

2. A copper penny issued by Ka-mehameha III in 1847.",1
3161,hapa haole,hapa haole,"Part-white person; of part-white blood; part white and part Hawaiian, as an individual or phenomenon.",1
3162,hapahapai,hapahapai,"Redup. of hāpai 1; to toss up, as a child; to heave or breathe heavily; to glorify, praise.",1
3163,hapahiku,hapahiku,num. One seventh.,1
3164,hāpai,hāpai,"1. To carry, bear, lift, elevate, raise, hoist, holdup; to support, as another's testimony. (Nah. 23.7.) Hāpai pū, to carry together; carry arms [a military command].

2. Pregnant; to conceive.

3. A native variety of banana with trunk of medium height, the fruit maturing within it, about two-thirds of the way up. The fruits are small, finger length, and ten or less; their skin is yellow, and the flesh yellow, sweet, and edible raw. (HP 175, Neal 250.) Also hua waena.

4. To encourage, support.",1
3165,hāpai kanaka,hāpai kanaka,"To carry or lift, as an invalid unable to raise himself in bed or walk.",1
3166,hapa iki,hapa iki,Same as hapa ʻuʻuku.,1
3167,hāpai kō,hāpai kō,"To carry sugar cane bundles on the back, as formerly done by plantation workers.",1
3168,hāpai malule,hāpai malule,"Same as mākoi kanaka, a sport.",1
3169,hāpaimemeue,hāpaimemeue,"To praise, laud.",1
3170,hapaina,hapaina,"Carrying, lifting, carrier; pregnancy.",1
3171,hapaipū,hapaipū,"Heavy breathing, as of one with asthma; to breathe heavily.",1
3172,hapa Kepanī,hapa Kepanī,One of part Japanese ancestry.,1
3173,hapakolu,hapakolu,num. Third; one third.,1
3174,hapakuʻe,hapakuʻe,"Crooked, deformed, crippled, defective; speech impediment; to speak with an impediment, as one who has had a stroke; crippling, defection.",1
3175,hāpala,hāpala,"1. To daub, blot, besmear; to spread, as butter. Fig., to defile, defame.

2. Same as pala 1, ripe. Rare.",1
3176,hāpalapala,hāpalapala,Redup. of hāpala.,1
3177,hāpale,hāpale,"Shovel, trowel. Rare.",1
3178,hapalima,hapalima,num. Fifth; one fifth.,1
3179,hapa loa,hapa loa,"A small portion, very few. Cf. hapa nui.",1
3180,hapalua,hapalua,"num. Half, half dollar; in two portions.",1
3181,hapalua kini,hapalua kini,"Ten-dollar gold piece. Lit., guinea (Eng.) half.",1
3182,hapa makahiki,hapa makahiki,Semiannual.,1
3183,hapa nui,hapa nui,"Majority, most; quorum; greatest or largest portion. Cf. hapa loa.",1
3184,hapaono,hapaono,num. One sixth.,1
3185,hāpapa,hāpapa,"1. Rock stratum covered with thin earth; shoal; shoal water, coral flat; shallow. Fig., superficial.

2. To grope, feel the way, reach for, extend out; to experience, feel.

3. Stick for catching ʻio hawks; the crosspieces were gummed and a live bird was tied as a decoy.",1
3186,hāpapapa,hāpapapa,"Same as hāpapa 1, 3.",1
3187,hapapū,hapapū,"Partly finished, incomplete, as work.",1
3188,hapapūlima,hapapūlima,"Signature, handwriting, autograph.",1
3189,hāpauea,hāpauea,Feeble with age; aged person.,1
3190,hapaʻuku,hapaʻuku,Same as hapa ʻuʻuku.,1
3191,hapaʻumi,hapaʻumi,"num. Tenth part, tithe; five cents, nickel.",1
3192,hāpaʻupaʻu,hāpaʻupaʻu,"Shabby, dingy, sooty, dilapidated.",1
3193,hapaʻuʻuku,hapaʻuʻuku,"Minority, small portion; less.",1
3194,hapawai,hapawai,"A shellfish, Theodoxus vespertinus.",1
3195,hapawalu,hapawalu,num. One eighth; eighth part; a coin worth twelve and a half cents; a piece of silver money (Luka 15.8).,1
3196,hape,hape,"1. Incorrect, faulty, inaccurate; to break, transgress (Kep. 49).

2. See hapenuia.",1
3197,hāpeʻepeʻe,hāpeʻepeʻe,To limp.,1
3198,hāpele,hāpele,"Same as napele, soft. Cf. pele 2.",1
3199,hapenuia,hapenuia,"Happy New Year. Eng. Lā-naʻi, Molokaʻi nui a Hina, hape hapenuia (song).",1
3200,hāpokopoko,hāpokopoko,"Short, as a piece of wood or clouds (see ex., wehiwa 2).",1
3201,hāpōpō,hāpōpō,Partially blind.,1
3202,hāpua,hāpua,Flowering season. Rare.,1
3203,hāpue,hāpue,"1. To huddle. Rare. Cf. pupue 1.

2. A medicinal plant (no data); a kind of fiber used for nets. Rare.",1
3204,hapuee,hapuee,A kind of fish. (And.),1
3205,hāpuku,hāpuku,"1. To collect, gather together in haste or indiscriminately and usually for oneself.

2. Indiscriminately foolishly.

3. Crane (for moving objects); bucket attached to a crane.",1
3206,hāpou,hāpou,"1. Same as pou, short.

2. Same as ōlaʻi, pumice.",1
3207,hāpoupou,hāpoupou,Redup. of hāpou 1.,1
3208,hāpuna,hāpuna,"1. Spring, pool, puddle Fig., child, as representing continuation of life.

2. Harpoon. Eng.",1
3209,hāpunapuna,hāpunapuna,Redup. of hapuna 1. (Nak. 82.),1
3210,hāpuʻu,hāpuʻu,"1. An endemic tree fern (Cibotium splendens, formerly called C. chamissoi), common in many forests of Hawaiʻi, as at Kī-lau-ea Volcano, and now frequently cultivated. These ferns grow about 5 m high, and the trunks are crowned with large, triangular, lacy-looking fronds up to 2.7 m long, their light brown stems rising from a mass of silky, golden pulu (wool). Young stems were formerly used to make hats; the pulu was used as a dressing and to embalm the dead and later as stuffing for pillows and mattresses. The starchy trunk core has been used for cooking and laundry, the outer fibrous part to line or form baskets for plants. Young shoots are called pepeʻe. (Neal 10.) Also hāpuʻu pulu.

2. Grouper, a fish (Epinephelus quernus). The young stage is hāpu ʻupuʻu or ʻāpu ʻupuʻu. See ʻeheʻula.

3. Budding. Fig., child, baby; young, as of squid (rare).

4. A variety of taro, also hāpuʻupuʻu, that may be qualified by the colors ʻeleʻele, hāuliuli (favored by planters), kea or keʻokeʻo, lena, and ʻulaʻula. (HP 17, 18, 32.)",1
3211,hāpuʻu ʻiʻi,hāpuʻu ʻiʻi,"1. An endemic tree fern (Cibotium chamissoi, formerly called C. menziesii) much like the hāpuʻu and also known as hāpuʻu, but bearing stiff blackish hairs on the frond stems. (Neal 10–1.) Also ʻiʻi.

2. See ""Dryopteris paleacea"":  var. fusco-atra, a much smaller endemic fern (not a tree) with dark hairs at stems' base. Also ʻiʻi.",1
3212,hāpuʻu pulu,hāpuʻu pulu,Same as hāpuʻu 1.,1
3213,hāpuʻupuʻu,hāpuʻupuʻu,"1. Young hāpuʻu ferns that have not yet developed trunks.

2. Young stage of hāpuʻu fish.

3. Same as ʻāpuʻupuʻu; rough, bumpy, pimpled; impediment, as of speech; to speak with an impediment; obscured, as by mist.

4. A mound, as for playing marbles. Also haʻapuʻu, hoʻopuʻupuʻu.

5. Same as hāʻupuʻupu, sweet potato sprouts.

6. Same as hāpuʻu, taro: the plant is said to be distinguished by its leaf stems: yellow-green above, and dark brownish on lower half. The corms yield good light-colored poi, the leaves good greens. This name is qualified by the terms ʻeleʻele, keʻokeʻo, and maoli. (HP 17, 32.)",1
3214,hau,hau,"1. A lowland tree (Hibiscus tiliaceus), found in many warm countries, some spreading horizontally over the ground forming impenetrable thickets, and some trained on trellises. The leaves are rounded and heart-shaped, the flowers cup-shaped, with five large petals that change through the day from yellow to dull-red. Formerly the light, tough wood served for outriggers of canoes, the bast for rope, the sap and flowers for medicine. (Neal 559–60.) Of the two varieties of hau, a rare erect one (hau oheohe) was grown for its bast and a creeping one (hau) was planted for wind-breaks. (HP 196.) See ʻau hau.

2. Cool, iced; ice, frost, dew, snow (see ex., ʻale 1); a cool breeze; to blow, of a cool breeze. Cf. kēhau.

3. Same as hahau 1; to hit, smite, beat, tap.

4. Same as hahau 2; to lay before; to offer, as a sacrifice or prayer.

5. A soft porous stone, as used for polishing calabashes. Rare.

6. Mother-of-pearl shell. Rare.",1
3215,hau-,hau,"1. Dirty, unpleasant. Cf. hauʻeka, haukaʻe, haumia, hauna. (PCP fau.)

2. Ruler (nonproductive, mostly in proper names, such as in the common names Haulani and Haunani).",1
3216,haʻu,haʻu,"To snort (Ier. 8.16), bray, puff; to chatter, as the teeth; to choke with sobs. Cf. puhaʻu.",1
3217,haua,haua,"1. Pas/imp. of hau 3; a blow, stripe; to whip.

2. Pas/imp. of hau 4.",1
3218,haʻua,haʻua,Pas/imp. of haʻu.,1
3219,hauaʻiliki,hauaʻiliki,"1. Bitter, cold.

2. Name of a handsome surfer of Kauaʻi who vainly wooed Lāʻie-i-ka-wai (Elbert, 1970, 214–5); also a place name on Kauaʻi.",1
3220,haualaoʻa,haualaoʻa,Var. spelling of hauwalaoʻa.,1
3221,hauʻeka,hauʻeka,"Defiled, filthy, smutty.",1
3222,hauʻeli,hauʻeli,"Glauber salts, sulphate of soda.",1
3223,hauene,hauene,Calcareous earth resembling chalk or plaster.,1
3224,hāʻueʻue,hāʻueʻue,"1. Slate pencil sea urchin (Heterocentrotus mammillatus). Also hāʻueʻue peni, pūnohu.

2. Name in some localities for hāʻukeʻuke, sea urchin.

3. Ringworm.",1
3225,hauhalakī,hauhalakī,"Tangled, snarled; untidy, confused.",1
3226,hauhana,hauhana,"Lashing, as of adze to handle; to lash. (hau 3 + -hana, nominalizer: ) Cf. imu hau hana.",1
3227,hauhau,hauhau,"1. Redup. of hau 3, to hit.

2. Cool, as food. Cf. hau 2.

3. Same as hauna, bad odor. (PCP sausau.)",1
3228,haʻuhaʻu,haʻuhaʻu,"1. Redup. of haʻu.

2. A refrain in dance songs, usually fast, and perhaps related to haʻu.",1
3229,hauhaua,hauhaua,Pas/imp. of hauhau 1.,1
3230,hauhauhali,hauhauhali,"To carry to and from, as gossip. Rare.",1
3231,hauhauhili,hauhauhili,Redup. of hauhili.,1
3232,hauhaukoʻi,hauhaukoʻi,Swelling of the groin.,1
3233,hauhauna,hauhauna,Same as hauna.,1
3234,hauhāuna,hauhāuna,Same as hāuna.,1
3235,haʻuhaʻuuwē,haʻuhaʻuuwē,To sob.,1
3236,hau heheʻe,hau heheʻe,Slush.,1
3237,hau hele,hau hele,"1. Same as ʻakiohala, a shrub.

2. A shrub or herb (Abutilon grandifolium).",1
3238,hau hele ʻula,hau hele ʻula,"An endemic genus of small trees (Kokia, four species), in the hibiscus family. The leaves are leathery, round, with three to seven shallow lobes. The flowers are large and red, and have three broad bracts at the base. (Neal 567–8.) See kokiʻo 2.",1
3239,hau hele wai,hau hele wai,A kind of hau hele shrub.,1
3240,hauhia,hauhia,Pas/imp. of hau 3.,1
3241,hauhili,hauhili,"1. Same as hilikau. Cf. huikau.

2. Probably similar to hauhilikī.",1
3242,hauhilikī,hauhilikī,"To snarl, entangle.",1
3243,hauhō,hauhō,Var. of hauhoa.,1
3244,hauhoa,hauhoa,"To tie, lash, bind; to saddle, as a horse.",1
3245,hauhole,hauhole,"Slang term for haole, perhaps related to hole, to fidget, squirm; it might also be said of a drunk, over-persistent lover, or mischievous child.",1
3246,haui,haui,"A word known only in the chant called Haui ka lani, (For. 6:368–410); according to Andrews (For. 6:368), an ancient, poetical name for hāʻule which he translates “fallen” but more probably hau, to strike + -i, transitivizer. A more accurate translation of the chant's title is “the chief is struck down.” A less plausible interpretation is hau i ka lani, offer to the royal chief.",1
3247,hauʻina,hauʻina,Tapa sarong dyed with ʻōlena.,1
3248,hauka,hauka,Out (said in gambling). Eng.,1
3249,haukaʻe,haukaʻe,"Stained, smeared, smudged, defaced, sordid; to besmirch, stain, smear; defiled, as taboo food cooked with common food; babbler (Oih. 17.18). Cf. ʻaeʻa.",1
3250,hau kaʻekaʻe,hau kaʻekaʻe,A kind of hau tree.,1
3251,haukalalī,haukalalī,To strut. Cf. kalalī 1.,1
3252,haukalī,haukalī,Dressed in one's best.,1
3253,haukalima,haukalima,"Ice cream. Lit., creamed (Eng.) ice.",1
3254,haukamumu,haukamumu,Same as kamumu.,1
3255,haukapila,haukapila,Hospital. Eng.,1
3256,haukau,haukau,"Choppy, as the sea. (And.)",1
3257,hāʻukaʻuka,hāʻukaʻuka,Var. of hāʻukeʻuke 1–3.,1
3258,haukawewe,haukawewe,Same as kawewe.,1
3259,hāʻuke,hāʻuke,"1. Same as hāʻukeʻuke 1–3.

2. Same as nāʻuke, to search for lice. Cf. hāʻule 4.",1
3260,hau kea,hau kea,"White snow, snow.",1
3261,haʻukeke,haʻukeke,"To quiver, shiver, (Nak. 78.)",1
3262,haʻukekeke,haʻukekeke,See haʻukeke,1
3263,hāʻukeʻuke,hāʻukeʻuke,"1. An edible variety of sea urchin (Colobocentrotus atratus). The teeth were used for medicine. (KL. line 23.) Varieties are qualified by the terms kau pali (cliff-perching), kai ʻina, and ʻulaʻula.

2. Ringworm.

3. Motif on tapa stamp.",1
3264,hāʻukēʻukē,hāʻukēʻukē,"To swing back and forth with a bang 
or clatter; to click as the teeth; to bounce back and forth, as breasts.",1
3265,hāʻukeʻuke iwi loloa,hāʻukeʻuke iwi loloa,"Same as hāʻueʻue 1. Lit., longboned hāʻukeʻuke.",1
3266,haukī,haukī,"Pudding made of arrowroot starch and juice extracted from baked ti root. Cf. haukō, haupia.",1
3267,haukō,haukō,"A pudding made of arrowroot starch, coconut cream, and sugar-cane juice. Cf. haupia.",1
3268,haukōhi,haukōhi,"Icecap, as at the Arctic. (Kep. 183.) Lit., checked ice.",1
3269,haukoi,haukoi,"Floater, as on a fish net.",1
3270,hau koʻiʻi,hau koʻiʻi,A kind of hard hau tree.,1
3271,Hau-komo,Haukomo,See Ka-hau-komo.,1
3272,hau kuahiwi,hau kuahiwi,"Five species of a native genus (Hibiscadelphus) of medium-sized trees, related to the hau; rare plants, with heart-shaped leaves and curved, red, yellow, and green flowers. (Neal 566–7.)",1
3273,hāʻula,hāʻula,"1. Reddish.

2. See limu hāʻula.",1
3274,haulalapa,haulalapa,"To blaze, scorch, sear.",1
3275,haulana,haulana,"Iceberg, floating ice.",1
3276,haulani,haulani,"To surge, as the sea; to plunge, as a canoe; to ply back and forth; restless, constantly on the move. Fig., to dissipate.",1
3277,Hau-lani,Haulani,"A personal name. Lit., ruling royal chief (this meaning is based solely on historical evidence: see hau- 2).",1
3278,hāʻulaʻula,hāʻulaʻula,"Reddish, pink.",1
3279,hāʻule,hāʻule,"1. To fall, drop, tumble down; dropped. Cf. hina, to fall from an upright position, and hāʻule, to drop down.

2. To lose, fail, forget, die, neglect; loss, failure, defeat.

3. To begin to do.

4. To delouse, look for louse. See hāʻuke, For. 5:541.",1
3280,hāʻulehia,hāʻulehia,Pas/imp. of hāʻule.,1
3281,hāʻule hope,hāʻule hope,"To miss, fall or lag behind.",1
3282,hāʻulelani,hāʻulelani,"1. A variety of sweet potato. Lit., fallen from the sky.

2. A freshwater alga found in taro patches.",1
3283,hāʻule lau,hāʻule lau,"Fall, autumn, Lit., leaf falling.",1
3284,haʻulena,haʻulena,"A falling, dropping.",1
3285,hāʻulepio,hāʻulepio,"To fall, surrender.",1
3286,hāʻuleʻule,hāʻuleʻule,Redup. of hāʻule 1–3.,1
3287,hauli,hauli,"This word is used idiomatically with lele and hoʻolele, and may be related to mauli.",1
3288,hāuli,hāuli,"1. Blackish, swarthy, dark.

2. Bruise.

3. Small fish with formerly transparent body beginning to darken; embryo of human or animal.",1
3289,haʻulili,haʻulili,To shiver. Cf. līlī.,1
3290,hāuliuli,hāuliuli,"1. Redup. of hāuli 1.

2. A fish (Gempylus serpens), sometimes called the snake mackerel.",1
3291,hāuliuli puhi,hāuliuli puhi,"A variety of hāuliuli, a fish. Lit., eel hāuliuli.",1
3292,hauloliʻi,hauloliʻi,"Descendant, offspring. Rare.",1
3293,haumakaʻiole,haumakaʻiole,"Blurred eyes of a rat, said of very old persons; an aged person.",1
3294,haumalu,haumalu,Quiet.,1
3295,haumana,haumana,"Student, pupil, apprentice, recruit, disciple (Mat. 10.1). Perhaps lit., to lay before one a ball of masticated food (māna); also see hau- 2.",1
3296,haumāna,haumāna,See haumana,1
3297,haumanu,haumanu,Probably similar to haumanumanu.,1
3298,haumanumanu,haumanumanu,"Same as manumanu, irregular, dull; ugly.",1
3299,haumekū,haumekū,A kind of stone used for adzes. Rare.,1
3300,haumia,haumia,"Uncleanliness, filth, defilement, abomination; defiled, indecent, obscene, vile, lewd, unclean (Oihk. 15.2), contaminated, sordid. (hau- 1 + -mia, pas/imp.) hoʻo.hau.mia To pollute, defile, befoul, besmirch, contaminate.",1
3301,hauna,hauna,"Unpleasant odor, as of spoiling fish or meat, or volcanic sulphur; stench; tainted. (Hau- 1 + -na, nominalizer.) hoʻo.hauna To cause an offensive odor; to use strong-smelling bait to attract fish; to smell such an odor.",1
3302,hāuna,hāuna,"Same as hau 3, 4; stroke, blow; offering; to mend a net; to toss, as a kilu quoit (Laie 483). See hāuna lāʻau.",1
3303,haunaele,haunaele,"Panic, riot, roughhouse, brawl, tumult, commotion, confusion, hubbub.",1
3304,Hauna-ʻīloli,Haunaʻīloli,Wind name.,1
3305,Haunakelekele,Haunakelekele,Name of a star in the Milky Way.,1
3306,haunaku,haunaku,"Same as naku 1, to root, wallow.",1
3307,hāuna lāʻau,hāuna lāʻau,Stroke or thrust of the war club.,1
3308,haunama,haunama,A slightly offensive odor. Rare.,1
3309,Haunone,Haunone,Name of a cold wind.,1
3310,hāunu,hāunu,"A line, as used in lashing a mat canoe cover; to add a new weft in plaiting.",1
3311,hāunu kupukupu,hāunu kupukupu,"Same as unu kupukupu: see unu 2, altar.",1
3312,-haunuʻu,haunuʻu,"See ""hoʻohaunuʻu"":  Proud.",1
3313,hau oheohe,hau oheohe,"A rare variety of hau, a tree, with a straight trunk.",1
3314,haʻuoi,haʻuoi,Var. spelling of haʻuōwī.,1
3315,hau ʻō ʻiao,hau ʻō ʻiao,Hau wood handle attached to net used for ʻiao fish.,1
3316,hauʻoki,hauʻoki,"1. Chilled to the bone, stiff with cold; frost, ice, cold; icy wind.

2. A medicine made of hau bark for women in labor.",1
3317,hauʻoli,hauʻoli,"Happy, glad, gay, joyful; happiness, enjoyment, joy. The common expressions Hauʻoli Makahiki Hou, Happy New Year, and hauʻoli lā hānau, happy birthday, are translations from English.",1
3318,hauʻoliʻoli,hauʻoliʻoli,Redup. of hauʻoli.,1
3319,Hau-o-Māʻihi,HauoMāʻihi,"Name of a wind associated with Kailua quadrangle, Hawaiʻi. Lit., cool [wind] of Māʻihi (a wind goddess whose full name was Māʻihi-ʻala-kapu-a-Lono, fragrant sacred Māʻihi [child] of Lono).",1
3320,hau ʻō mālolo,hau ʻō mālolo,Hau-stick handle of mālolo (flying fish) net.,1
3321,hauone,hauone,Soft limestone.,1
3322,hauʻopo,hauʻopo,Same as ʻopo. Rare.,1
3323,haʻuōwī,haʻuōwī,"Same as ōwī 1, a verbena.",1
3324,haʻuoi,haʻuoi,See haʻuōwī,1
3325,haupa,haupa,To eat heartily or voraciously. Rare.,1
3326,haʻupā,haʻupā,"To open and shut, as scissors, jaws.",1
3327,Hau-palemo,Haupalemo,See Ka-hau-palemo.,1
3328,haupeʻepeʻe,haupeʻepeʻe,To play hide-and-seek; hide-and-seek.,1
3329,haupia,haupia,"Pudding formerly made of arrowroot (pia) and coconut cream, now usually made with cornstarch. Cf. haukō.",1
3330,haupoa,haupoa,"To soften the earth, as for planting. Rare.",1
3331,hāʻupu,hāʻupu,"To recollect, recall, remember.",1
3332,hau pūehuehu,hau pūehuehu,Snowflake.,1
3333,haupuʻu,haupuʻu,Same as puʻuhau. Rare.,1
3334,hāʻupuʻupu,hāʻupuʻupu,"1. Redup. of hāʻupu; to recall again and again.

2. Sprouts from sweet potatoes. Also hāpuʻupuʻu, hāʻapuʻapu.",1
3335,haupuʻupuʻu,haupuʻupuʻu,Redup. of haupuʻu.,1
3336,hauwalaʻau,hauwalaʻau,"To gabble, gossip, chatter, babble, hubbub, fuss.",1
3337,hauwalaoʻa,hauwalaoʻa,"A confused, excited din; to sound thus. (The following words are confused at times: uluaoʻa, walaʻau, wanaoʻa.)",1
3338,haualaoʻa,haualaoʻa,See hauwalaoʻa,1
3339,hauwalawalaʻau,hauwalawalaʻau,Redup. of hauwalaʻau.,1
3340,hauwanaoʻa,hauwanaoʻa,Same as wanaoʻa.,1
3341,hauwawā,hauwawā,Same as wawā; medley of simultaneous talking.,1
3342,hauwene,hauwene,"To cry, tease, nag, fret.",1
3343,hawa,hawa,"Defiled, unclean, filthy, daubed with excrement.",1
3344,hāwaʻawaʻa,hāwaʻawaʻa,"To wallow in troughs, as a rough sea.",1
3345,hāwaʻe,hāwaʻe,"1. A sea urchin (Tripneustes gratilla). Fig., of no character or substance, perhaps so used because of the sayings hāwaʻe kai nui, sea urchin with much juice [and little meat, hence useless], and he hāweʻa ʻiʻo ʻole, sea urchin without meat [or brains]. Varieties of sea urchin are qualified by the terms maoli (natural) and poʻo hina (gray-head). (PNP saawak(e,i).)

2. A kind of stone, used as sinkers for octopus lures.

3. Sprouts from sweet potatoes.

4. Name of a famous evil sorcerer. See lauhue 1, for figurative meaning.",1
3346,hāwaʻewaʻe,hāwaʻewaʻe,"1. General name for small lobsters.

2. Sprouts from sweet potatoes.",1
3347,hawahawa,hawahawa,Redup. of hawa; a taunt in a children's game.,1
3348,hāwai,hāwai,"1. To generate steam in an earth oven by pouring on water (Kep. 163); to purify with water.

2. Temporary long, gabled house in which priestesses assembled for purification ceremonies. (Malo 178.)

3. Sewer.

4. A variety of sweet potato.",1
3349,hā wai,hā wai,"Water trough or pipe, aqueduct, flume.",1
3350,Hawaiʻi,Hawaiʻi,"Hawaiʻi (both the island and the group of islands); Hawaiian person; Hawaiian. Elsewhere in Polynesia, Hawaiʻi or a cognate is the name of the underworld or of the ancestral home, but in Hawaiʻi the name has no meaning; see Pukui, Elbert, and Mookini, 1974. See saying, kuauli.",1
3351,Hawaiʻi-loa,Hawaiʻiloa,"1. Name of a legendary figure believed by some to have discovered Hawaiʻi, but see Barrère, 1969; place name.

2. Name of a line for ulua fishing in 17 or more fathoms of water.",1
3352,Hawaiʻi piha,Hawaiʻi piha,Full-blooded Hawaiian.,1
3353,hā wai laweʻino,hā wai laweʻino,"Sewerage pipes, sewage system.",1
3354,hāwale,hāwale,"To lie, bluff. Rare.",1
3355,h_awali,h_awali,"Weak, soft, boggy. Cf. nāwali.",1
3356,hāwaliwali,hāwaliwali,Redup. of hāwali.,1
3357,hāwana,hāwana,Same as hāwanawana.,1
3358,hāwanawana,hāwanawana,To whisper; whispering. (Hal. 41.7.) See kānāwai.,1
3359,hāwane,hāwane,"1. Nut of the loulu, native palm, considered delicious to eat; also the tree itself. Also wāhane.

2. A small, fine, red seaweed (Polysiphonia spp.), consisting of branching filaments forming dense tufts.",1
3360,hāwāwā,hāwāwā,"Unskilled, awkward, clumsy, incompetent, blundering; blunder, incompetence. Cf. waʻawaʻa. See saying, ʻō 2.",1
3361,hāwele,hāwele,"1. To tie, bind, lash, make fast; to snub, as cattle; net lashing, as for a hue wai, gourd; thong. Fig., umbilical cord; to eat.

2. A type of tapa (no data).",1
3362,hāwena,hāwena,"White lime, as used for dressing hair and turning the hair brown.",1
3363,hāweo,hāweo,"Glowing. Fig., distinguished, honored (used after hano).",1
3364,hāweoweo,hāweoweo,Redup. of hāweo.,1
3365,hawewe,hawewe,"1. To rumble, clatter, patter, as rain; rumbling. (GP 78.) Cf. kawewe.

2. To pour down, as the sun; to vibrate, as heat.",1
3366,he,he,"indefinite article. A, an; to be a, have (with a possessive).",1
3367,hē,hē,"1. Grave.

2. General name for caterpillar. Cf. ʻanuhe, kāhē. (PCP fee.)

3. To scrape, rub, polish.

4. Swish, as of a whip; murmuring sound of wind or running water; to swish, sough.

5. Upper part of a crab's leg. Rare.

6. Poi from the center or core of taro, formerly reserved for chiefs, as it had not come into contact with dirt (Kep. 165).

7. Edges of the mouth of the square uhu (parrot fish) net. Rare.

8. Dividing line between lands. Rare.

9. Hollow container in which canoe paint was mixed.

10. The letter “h.” Eng.

11. Hay. Eng.",1
3368,-hē,hē,"See ""hoʻohē"":  Same as hōhē, cowardly.",1
3369,hea,hea,"1. To call, name; to sing or recite a name chant; to give a name to. Cf. ʻauihea, kāhea.

2. Misty, clouded, smoky, obscure. Cf. Kona Hea.

3. Bank, as of a river. (Kep. 91.)

4. Which (in questions and after other words). Cf. ʻāhea, ināhea.

5. Where? (Usually following prepositions i, ma, mai, no, ʻo; mahea is often written as one word.) I hea ka puke? Just where is the book? Mahea ka puke? Whereabouts is the book? Mai hea mai? Where from? No hea ʻoe? Where are you from? Ā e hele ana ʻoe ʻo hea (For. 5:219)? Where are you going? Aia i hea ka puke? Where's the book (sometimes shortened to aihea)? ʻO kēia lio ā ʻo kēlā lio, mahea ʻoe? This horse or that horse, which for you? (See also ʻauhea.)",1
3370,heʻa,heʻa,"Stained red, inflamed, reddened; flattened and destroyed, as by lava; blood red; a blood sacrifice, as hog or man. Cf. heka, kiliheʻa, kīpalaheʻa.",1
3371,heaʻe,heaʻe,"Kauaʻi name for kāwaʻu, a kind of Zanthoxylum. Cf. aʻe.",1
3372,he aha,he aha,See aha.,1
3373,heaha,heaha,See he aha,1
3374,he aha sananā,he aha sananā,"of scorn. What does it amount to? It's of no value. (Perhaps nanā is from he ʻahi kananā, a phrase describing a fierce fighter; cf. nanā.) 
Also wesenanā.",1
3375,heahea,heahea,"1. To call frequently and hospitably; to welcome; friendly, hospitable, genial.

2. Warm, tepid, insipid. Cf. ʻāheahea, mūhea, ʻōheahea.",1
3376,heʻaheʻa,heʻaheʻa,"To imprint with spots, stains; smeared, as with red earth.",1
